,Match_ID,team1,team2,season,date,venue,city,toss_winner,toss_decision,winner,Margin,Margin_Type,player_of_match
218,1216531,Royal Challengers Bangalore,Punjab Kings,2020,2020-10-15,Sharjah Cricket Stadium,Sharjah,Royal Challengers Bangalore,bat,Punjab Kings,8,wickets,KL Rahul
219,1216532,Sunrisers Hyderabad,Delhi Capitals,2020,2020-09-29,Sheikh Zayed Stadium,Abu Dhabi,Delhi Capitals,field,Sunrisers Hyderabad,15,runs,Rashid Khan
220,1216533,Chennai Super Kings,Rajasthan Royals,2020,2020-10-19,Sheikh Zayed Stadium,Abu Dhabi,Chennai Super Kings,bat,Rajasthan Royals,7,wickets,JC Buttler
221,1216534,Royal Challengers Bangalore,Sunrisers Hyderabad,2020,2020-09-21,Dubai International Cricket Stadium,Dubai,Sunrisers Hyderabad,field,Royal Challengers Bangalore,10,runs,YS Chahal
222,1216535,Delhi Capitals,Mumbai Indians,2020,2020-10-31,Dubai International Cricket Stadium,Dubai,Mumbai Indians,field,Mumbai Indians,9,wickets,Ishan Kishan
223,1216536,Kolkata Knight Riders,Chennai Super Kings,2020,2020-10-29,Dubai International Cricket Stadium,Dubai,Chennai Super Kings,field,Chennai Super Kings,6,wickets,RD Gaikwad
224,1216537,Punjab Kings,Rajasthan Royals,2020,2020-10-30,Sheikh Zayed Stadium,Abu Dhabi,Rajasthan Royals,field,Rajasthan Royals,7,wickets,BA Stokes
225,1216538,Mumbai Indians,Sunrisers Hyderabad,2020,2020-10-04,Sharjah Cricket Stadium,Sharjah,Mumbai Indians,bat,Mumbai Indians,34,runs,TA Boult
226,1216539,Delhi Capitals,Chennai Super Kings,2020,2020-09-25,Dubai International Cricket Stadium,Dubai,Chennai Super Kings,field,Delhi Capitals,44,runs,PP Shaw
227,1216540,Royal Challengers Bangalore,Kolkata Knight Riders,2020,2020-10-12,Sharjah Cricket Stadium,Sharjah,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,82,runs,AB de Villiers
228,1216541,Mumbai Indians,Rajasthan Royals,2020,2020-10-25,Sheikh Zayed Stadium,Abu Dhabi,Mumbai Indians,bat,Rajasthan Royals,8,wickets,BA Stokes
229,1216542,Sunrisers Hyderabad,Punjab Kings,2020,2020-10-08,Dubai International Cricket Stadium,Dubai,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,69,runs,JM Bairstow
230,1216543,Delhi Capitals,Rajasthan Royals,2020,2020-10-14,Dubai International Cricket Stadium,Dubai,Delhi Capitals,bat,Delhi Capitals,13,runs,A Nortje
231,1216544,Royal Challengers Bangalore,Chennai Super Kings,2020,2020-10-25,Dubai International Cricket Stadium,Dubai,Royal Challengers Bangalore,bat,Chennai Super Kings,8,wickets,RD Gaikwad
232,1216545,Sunrisers Hyderabad,Kolkata Knight Riders,2020,2020-09-26,Sheikh Zayed Stadium,Abu Dhabi,Sunrisers Hyderabad,bat,Kolkata Knight Riders,7,wickets,Shubman Gill
233,1216546,Delhi Capitals,Punjab Kings,2020,2020-10-20,Dubai International Cricket Stadium,Dubai,Delhi Capitals,bat,Punjab Kings,5,wickets,S Dhawan
234,1216547,Royal Challengers Bangalore,Mumbai Indians,2020,2020-09-28,Dubai International Cricket Stadium,Dubai,Mumbai Indians,field,,0,Tie,
235,1237177,Mumbai Indians,Delhi Capitals,2020,2020-11-05,Dubai International Cricket Stadium,Dubai,Delhi Capitals,field,Mumbai Indians,57,runs,JJ Bumrah
236,1237178,Royal Challengers Bangalore,Sunrisers Hyderabad,2020,2020-11-06,Sheikh Zayed Stadium,Abu Dhabi,Sunrisers Hyderabad,field,Sunrisers Hyderabad,6,wickets,KS Williamson
237,1237180,Delhi Capitals,Sunrisers Hyderabad,2020,2020-11-08,Sheikh Zayed Stadium,Abu Dhabi,Delhi Capitals,bat,Delhi Capitals,17,runs,MP Stoinis
238,1237181,Delhi Capitals,Mumbai Indians,2020,2020-11-10,Dubai International Cricket Stadium,Dubai,Delhi Capitals,bat,Mumbai Indians,5,wickets,TA Boult
239,1254058,Mumbai Indians,Royal Challengers Bangalore,2021,2021-04-09,MA Chidambaram Stadium,Chennai,Royal Challengers Bangalore,field,Royal Challengers Bangalore,2,wickets,HV Patel
240,1254059,Chennai Super Kings,Delhi Capitals,2021,2021-04-10,Wankhede Stadium,Mumbai,Delhi Capitals,field,Delhi Capitals,7,wickets,S Dhawan
241,1254060,Kolkata Knight Riders,Sunrisers Hyderabad,2021,2021-04-11,MA Chidambaram Stadium,Chennai,Sunrisers Hyderabad,field,Kolkata Knight Riders,10,runs,N Rana
242,1254061,Punjab Kings,Rajasthan Royals,2021,2021-04-12,Wankhede Stadium,Mumbai,Rajasthan Royals,field,Punjab Kings,4,runs,SV Samson
243,1254062,Mumbai Indians,Kolkata Knight Riders,2021,2021-04-13,MA Chidambaram Stadium,Chennai,Kolkata Knight Riders,field,Mumbai Indians,10,runs,RD Chahar
244,1254063,Royal Challengers Bangalore,Sunrisers Hyderabad,2021,2021-04-14,MA Chidambaram Stadium,Chennai,Sunrisers Hyderabad,field,Royal Challengers Bangalore,6,runs,GJ Maxwell
245,1254064,Delhi Capitals,Rajasthan Royals,2021,2021-04-15,Wankhede Stadium,Mumbai,Rajasthan Royals,field,Rajasthan Royals,3,wickets,JD Unadkat
246,1254065,Punjab Kings,Chennai Super Kings,2021,2021-04-16,Wankhede Stadium,Mumbai,Chennai Super Kings,field,Chennai Super Kings,6,wickets,DL Chahar
247,1254066,Mumbai Indians,Sunrisers Hyderabad,2021,2021-04-17,MA Chidambaram Stadium,Chennai,Mumbai Indians,bat,Mumbai Indians,13,runs,KA Pollard
248,1254067,Royal Challengers Bangalore,Kolkata Knight Riders,2021,2021-04-18,MA Chidambaram Stadium,Chennai,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,38,runs,AB de Villiers
249,1254068,Punjab Kings,Delhi Capitals,2021,2021-04-18,Wankhede Stadium,Mumbai,Delhi Capitals,field,Delhi Capitals,6,wickets,S Dhawan
250,1254069,Chennai Super Kings,Rajasthan Royals,2021,2021-04-19,Wankhede Stadium,Mumbai,Rajasthan Royals,field,Chennai Super Kings,45,runs,MM Ali
251,1254070,Mumbai Indians,Delhi Capitals,2021,2021-04-20,MA Chidambaram Stadium,Chennai,Mumbai Indians,bat,Delhi Capitals,6,wickets,A Mishra
252,1254071,Punjab Kings,Sunrisers Hyderabad,2021,2021-04-21,MA Chidambaram Stadium,Chennai,Punjab Kings,bat,Sunrisers Hyderabad,9,wickets,JM Bairstow
253,1254072,Chennai Super Kings,Kolkata Knight Riders,2021,2021-04-21,Wankhede Stadium,Mumbai,Kolkata Knight Riders,field,Chennai Super Kings,18,runs,F du Plessis
254,1254073,Rajasthan Royals,Royal Challengers Bangalore,2021,2021-04-22,Wankhede Stadium,Mumbai,Royal Challengers Bangalore,field,Royal Challengers Bangalore,10,wickets,D Padikkal
255,1254074,Mumbai Indians,Punjab Kings,2021,2021-04-23,MA Chidambaram Stadium,Chennai,Punjab Kings,field,Punjab Kings,9,wickets,KL Rahul
256,1254075,Kolkata Knight Riders,Rajasthan Royals,2021,2021-04-24,Wankhede Stadium,Mumbai,Rajasthan Royals,field,Rajasthan Royals,6,wickets,CH Morris
257,1254076,Chennai Super Kings,Royal Challengers Bangalore,2021,2021-04-25,Wankhede Stadium,Mumbai,Chennai Super Kings,bat,Chennai Super Kings,69,runs,RA Jadeja
258,1254077,Delhi Capitals,Sunrisers Hyderabad,2021,2021-04-25,MA Chidambaram Stadium,Chennai,Delhi Capitals,bat,,0,Tie,
259,1254078,Punjab Kings,Kolkata Knight Riders,2021,2021-04-26,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Kolkata Knight Riders,field,Kolkata Knight Riders,5,wickets,EJG Morgan
260,1254079,Royal Challengers Bangalore,Delhi Capitals,2021,2021-04-27,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Delhi Capitals,field,Royal Challengers Bangalore,1,runs,AB de Villiers
261,1254080,Sunrisers Hyderabad,Chennai Super Kings,2021,2021-04-28,Arun Jaitley Stadium,Delhi,Sunrisers Hyderabad,bat,Chennai Super Kings,7,wickets,RD Gaikwad
262,1254081,Rajasthan Royals,Mumbai Indians,2021,2021-04-29,Arun Jaitley Stadium,Delhi,Mumbai Indians,field,Mumbai Indians,7,wickets,Q de Kock
263,1254082,Kolkata Knight Riders,Delhi Capitals,2021,2021-04-29,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Delhi Capitals,field,Delhi Capitals,7,wickets,PP Shaw
264,1254083,Punjab Kings,Royal Challengers Bangalore,2021,2021-04-30,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Royal Challengers Bangalore,field,Punjab Kings,34,runs,Harpreet Brar
265,1254084,Chennai Super Kings,Mumbai Indians,2021,2021-05-01,Arun Jaitley Stadium,Delhi,Mumbai Indians,field,Mumbai Indians,4,wickets,KA Pollard
266,1254085,Rajasthan Royals,Sunrisers Hyderabad,2021,2021-05-02,Arun Jaitley Stadium,Delhi,Sunrisers Hyderabad,field,Rajasthan Royals,55,runs,JC Buttler
267,1254086,Punjab Kings,Delhi Capitals,2021,2021-05-02,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Delhi Capitals,field,Delhi Capitals,7,wickets,MA Agarwal
268,1254087,Royal Challengers Bangalore,Kolkata Knight Riders,2021,2021-09-20,Arun Jaitley Stadium,Abu Dhabi,Royal Challengers Bangalore,bat,Kolkata Knight Riders,9,wickets,CV Varun
269,1254088,Mumbai Indians,Sunrisers Hyderabad,2021,2021-10-08,Arun Jaitley Stadium,Abu Dhabi,Mumbai Indians,bat,Mumbai Indians,42,runs,Ishan Kishan
270,1254089,Chennai Super Kings,Rajasthan Royals,2021,2021-10-02,Arun Jaitley Stadium,Abu Dhabi,Rajasthan Royals,field,Rajasthan Royals,7,wickets,RD Gaikwad
271,1254090,Royal Challengers Bangalore,Punjab Kings,2021,2021-10-03,Sharjah Cricket Stadium,Sharjah,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,6,runs,GJ Maxwell
272,1254091,Sunrisers Hyderabad,Chennai Super Kings,2021,2021-09-30,Sharjah Cricket Stadium,Sharjah,Chennai Super Kings,field,Chennai Super Kings,6,wickets,JR Hazlewood
273,1254092,Delhi Capitals,Kolkata Knight Riders,2021,2021-09-28,Sharjah Cricket Stadium,Sharjah,Kolkata Knight Riders,field,Kolkata Knight Riders,3,wickets,SP Narine
274,1254093,Rajasthan Royals,Mumbai Indians,2021,2021-10-05,Sharjah Cricket Stadium,Sharjah,Mumbai Indians,field,Mumbai Indians,8,wickets,NM Coulter-Nile
275,1254094,Chennai Super Kings,Punjab Kings,2021,2021-10-07,Dubai International Cricket Stadium,Dubai,Punjab Kings,field,Punjab Kings,6,wickets,KL Rahul
276,1254095,Sunrisers Hyderabad,Royal Challengers Bangalore,2021,2021-10-06,Arun Jaitley Stadium,Abu Dhabi,Royal Challengers Bangalore,field,Sunrisers Hyderabad,4,runs,KS Williamson
277,1254096,Mumbai Indians,Kolkata Knight Riders,2021,2021-09-23,Arun Jaitley Stadium,Abu Dhabi,Kolkata Knight Riders,field,Kolkata Knight Riders,7,wickets,SP Narine
278,1254097,Delhi Capitals,Rajasthan Royals,2021,2021-09-25,Arun Jaitley Stadium,Abu Dhabi,Rajasthan Royals,field,Delhi Capitals,33,runs,SS Iyer
279,1254098,Kolkata Knight Riders,Chennai Super Kings,2021,2021-09-26,Arun Jaitley Stadium,Abu Dhabi,Kolkata Knight Riders,bat,Chennai Super Kings,2,wickets,RA Jadeja
280,1254099,Punjab Kings,Mumbai Indians,2021,2021-09-28,Arun Jaitley Stadium,Abu Dhabi,Mumbai Indians,field,Mumbai Indians,6,wickets,KA Pollard
281,1254100,Rajasthan Royals,Sunrisers Hyderabad,2021,2021-09-27,Dubai International Cricket Stadium,Dubai,Rajasthan Royals,bat,Sunrisers Hyderabad,7,wickets,JJ Roy
282,1254101,Delhi Capitals,Royal Challengers Bangalore,2021,2021-10-08,Dubai International Cricket Stadium,Dubai,Royal Challengers Bangalore,field,Royal Challengers Bangalore,7,wickets,KS Bharat
283,1254102,Kolkata Knight Riders,Punjab Kings,2021,2021-10-01,Dubai International Cricket Stadium,Dubai,Punjab Kings,field,Punjab Kings,5,wickets,KL Rahul
284,1254103,Rajasthan Royals,Royal Challengers Bangalore,2021,2021-09-29,Dubai International Cricket Stadium,Dubai,Royal Challengers Bangalore,field,Royal Challengers Bangalore,7,wickets,YS Chahal
285,1254104,Chennai Super Kings,Mumbai Indians,2021,2021-09-19,Dubai International Cricket Stadium,Dubai,Chennai Super Kings,bat,Chennai Super Kings,20,runs,RD Gaikwad
286,1254105,Sunrisers Hyderabad,Delhi Capitals,2021,2021-09-22,Dubai International Cricket Stadium,Dubai,Sunrisers Hyderabad,bat,Delhi Capitals,8,wickets,A Nortje
287,1254106,Kolkata Knight Riders,Rajasthan Royals,2021,2021-10-07,Sharjah Cricket Stadium,Sharjah,Rajasthan Royals,field,Kolkata Knight Riders,86,runs,Shivam Mavi
288,1254107,Punjab Kings,Sunrisers Hyderabad,2021,2021-09-25,Sharjah Cricket Stadium,Sharjah,Sunrisers Hyderabad,field,Punjab Kings,5,runs,JO Holder
289,1254108,Royal Challengers Bangalore,Mumbai Indians,2021,2021-09-26,Dubai International Cricket Stadium,Dubai,Mumbai Indians,field,Royal Challengers Bangalore,54,runs,GJ Maxwell
290,1254109,Sunrisers Hyderabad,Kolkata Knight Riders,2021,2021-10-03,Dubai International Cricket Stadium,Dubai,Sunrisers Hyderabad,bat,Kolkata Knight Riders,6,wickets,Shubman Gill
291,1254110,Chennai Super Kings,Delhi Capitals,2021,2021-10-04,Dubai International Cricket Stadium,Dubai,Delhi Capitals,field,Delhi Capitals,3,wickets,AR Patel
292,1254111,Rajasthan Royals,Punjab Kings,2021,2021-09-21,Dubai International Cricket Stadium,Dubai,Punjab Kings,field,Rajasthan Royals,2,runs,Kartik Tyagi
293,1254112,Mumbai Indians,Delhi Capitals,2021,2021-10-02,Sharjah Cricket Stadium,Sharjah,Delhi Capitals,field,Delhi Capitals,4,wickets,AR Patel
294,1254113,Royal Challengers Bangalore,Chennai Super Kings,2021,2021-09-24,Sharjah Cricket Stadium,Sharjah,Chennai Super Kings,field,Chennai Super Kings,6,wickets,DJ Bravo
295,1254114,Delhi Capitals,Chennai Super Kings,2021,2021-10-10,Dubai International Cricket Stadium,Dubai,Chennai Super Kings,field,Chennai Super Kings,4,wickets,RD Gaikwad
296,1254115,Royal Challengers Bangalore,Kolkata Knight Riders,2021,2021-10-11,Sharjah Cricket Stadium,Sharjah,Royal Challengers Bangalore,bat,Kolkata Knight Riders,4,wickets,SP Narine
297,1254116,Delhi Capitals,Kolkata Knight Riders,2021,2021-10-13,Sharjah Cricket Stadium,Sharjah,Kolkata Knight Riders,field,Kolkata Knight Riders,3,wickets,VR Iyer
298,1254117,Chennai Super Kings,Kolkata Knight Riders,2021,2021-10-15,Dubai International Cricket Stadium,Dubai,Kolkata Knight Riders,field,Chennai Super Kings,27,runs,F du Plessis
299,1304047,Chennai Super Kings,Kolkata Knight Riders,2022,2022-03-26,Wankhede Stadium,Mumbai,Kolkata Knight Riders,field,Kolkata Knight Riders,6,wickets,UT Yadav
300,1304048,Mumbai Indians,Delhi Capitals,2022,2022-03-27,Brabourne Stadium,Mumbai,Delhi Capitals,field,Delhi Capitals,4,wickets,Kuldeep Yadav
301,1304049,Royal Challengers Bangalore,Punjab Kings,2022,2022-03-27,Dr DY Patil Sports Academy,Mumbai,Punjab Kings,field,Punjab Kings,5,wickets,OF Smith
302,1304050,Lucknow Super Giants,Gujarat Titans,2022,2022-03-28,Wankhede Stadium,Mumbai,Gujarat Titans,field,Gujarat Titans,5,wickets,Mohammed Shami
303,1304051,Rajasthan Royals,Sunrisers Hyderabad,2022,2022-03-29,Maharashtra Cricket Association Stadium,Pune,Sunrisers Hyderabad,field,Rajasthan Royals,61,runs,SV Samson
304,1304052,Kolkata Knight Riders,Royal Challengers Bangalore,2022,2022-03-30,Dr DY Patil Sports Academy,Mumbai,Royal Challengers Bangalore,field,Royal Challengers Bangalore,3,wickets,PWH de Silva
305,1304053,Chennai Super Kings,Lucknow Super Giants,2022,2022-03-31,Brabourne Stadium,Mumbai,Lucknow Super Giants,field,Lucknow Super Giants,6,wickets,E Lewis
306,1304054,Punjab Kings,Kolkata Knight Riders,2022,2022-04-01,Wankhede Stadium,Mumbai,Kolkata Knight Riders,field,Kolkata Knight Riders,6,wickets,UT Yadav
307,1304055,Rajasthan Royals,Mumbai Indians,2022,2022-04-02,Dr DY Patil Sports Academy,Mumbai,Mumbai Indians,field,Rajasthan Royals,23,runs,JC Buttler
308,1304056,Gujarat Titans,Delhi Capitals,2022,2022-04-02,Maharashtra Cricket Association Stadium,Pune,Delhi Capitals,field,Gujarat Titans,14,runs,LH Ferguson
309,1304057,Punjab Kings,Chennai Super Kings,2022,2022-04-03,Brabourne Stadium,Mumbai,Chennai Super Kings,field,Punjab Kings,54,runs,LS Livingstone
310,1304058,Lucknow Super Giants,Sunrisers Hyderabad,2022,2022-04-04,Dr DY Patil Sports Academy,Mumbai,Sunrisers Hyderabad,field,Lucknow Super Giants,12,runs,Avesh Khan
311,1304059,Rajasthan Royals,Royal Challengers Bangalore,2022,2022-04-05,Wankhede Stadium,Mumbai,Royal Challengers Bangalore,field,Royal Challengers Bangalore,4,wickets,KD Karthik
312,1304060,Mumbai Indians,Kolkata Knight Riders,2022,2022-04-06,Maharashtra Cricket Association Stadium,Pune,Kolkata Knight Riders,field,Kolkata Knight Riders,5,wickets,PJ Cummins
313,1304061,Delhi Capitals,Lucknow Super Giants,2022,2022-04-07,Dr DY Patil Sports Academy,Mumbai,Lucknow Super Giants,field,Lucknow Super Giants,6,wickets,Q de Kock
314,1304062,Punjab Kings,Gujarat Titans,2022,2022-04-08,Brabourne Stadium,Mumbai,Gujarat Titans,field,Gujarat Titans,6,wickets,Shubman Gill
315,1304063,Chennai Super Kings,Sunrisers Hyderabad,2022,2022-04-09,Dr DY Patil Sports Academy,Mumbai,Sunrisers Hyderabad,field,Sunrisers Hyderabad,8,wickets,Abhishek Sharma
316,1304064,Mumbai Indians,Royal Challengers Bangalore,2022,2022-04-09,Maharashtra Cricket Association Stadium,Pune,Royal Challengers Bangalore,field,Royal Challengers Bangalore,7,wickets,Anuj Rawat
317,1304065,Delhi Capitals,Kolkata Knight Riders,2022,2022-04-10,Brabourne Stadium,Mumbai,Kolkata Knight Riders,field,Delhi Capitals,44,runs,Kuldeep Yadav
318,1304066,Rajasthan Royals,Lucknow Super Giants,2022,2022-04-10,Wankhede Stadium,Mumbai,Lucknow Super Giants,field,Rajasthan Royals,3,runs,YS Chahal
319,1304067,Gujarat Titans,Sunrisers Hyderabad,2022,2022-04-11,Dr DY Patil Sports Academy,Mumbai,Sunrisers Hyderabad,field,Sunrisers Hyderabad,8,wickets,KS Williamson
320,1304068,Chennai Super Kings,Royal Challengers Bangalore,2022,2022-04-12,Dr DY Patil Sports Academy,Mumbai,Royal Challengers Bangalore,field,Chennai Super Kings,23,runs,S Dube
321,1304069,Punjab Kings,Mumbai Indians,2022,2022-04-13,Maharashtra Cricket Association Stadium,Pune,Mumbai Indians,field,Punjab Kings,12,runs,MA Agarwal
322,1304070,Gujarat Titans,Rajasthan Royals,2022,2022-04-14,Dr DY Patil Sports Academy,Mumbai,Rajasthan Royals,field,Gujarat Titans,37,runs,HH Pandya
323,1304071,Kolkata Knight Riders,Sunrisers Hyderabad,2022,2022-04-15,Brabourne Stadium,Mumbai,Sunrisers Hyderabad,field,Sunrisers Hyderabad,7,wickets,RA Tripathi
324,1304072,Lucknow Super Giants,Mumbai Indians,2022,2022-04-16,Brabourne Stadium,Mumbai,Mumbai Indians,field,Lucknow Super Giants,18,runs,KL Rahul
325,1304073,Royal Challengers Bangalore,Delhi Capitals,2022,2022-04-16,Wankhede Stadium,Mumbai,Delhi Capitals,field,Royal Challengers Bangalore,16,runs,KD Karthik
326,1304074,Punjab Kings,Sunrisers Hyderabad,2022,2022-04-17,Dr DY Patil Sports Academy,Mumbai,Sunrisers Hyderabad,field,Sunrisers Hyderabad,7,wickets,Umran Malik
327,1304075,Chennai Super Kings,Gujarat Titans,2022,2022-04-17,Maharashtra Cricket Association Stadium,Pune,Gujarat Titans,field,Gujarat Titans,3,wickets,DA Miller
328,1304076,Rajasthan Royals,Kolkata Knight Riders,2022,2022-04-18,Brabourne Stadium,Mumbai,Kolkata Knight Riders,field,Rajasthan Royals,7,runs,YS Chahal
329,1304077,Royal Challengers Bangalore,Lucknow Super Giants,2022,2022-04-19,Dr DY Patil Sports Academy,Mumbai,Lucknow Super Giants,field,Royal Challengers Bangalore,18,runs,F du Plessis
330,1304078,Punjab Kings,Delhi Capitals,2022,2022-04-20,Brabourne Stadium,Mumbai,Delhi Capitals,field,Delhi Capitals,9,wickets,Kuldeep Yadav
331,1304079,Mumbai Indians,Chennai Super Kings,2022,2022-04-21,Dr DY Patil Sports Academy,Navi Mumbai,Chennai Super Kings,field,Chennai Super Kings,3,wickets,Mukesh Choudhary
332,1304080,Rajasthan Royals,Delhi Capitals,2022,2022-04-22,Wankhede Stadium,Mumbai,Delhi Capitals,field,Rajasthan Royals,15,runs,JC Buttler
333,1304081,Gujarat Titans,Kolkata Knight Riders,2022,2022-04-23,Dr DY Patil Sports Academy,Navi Mumbai,Gujarat Titans,bat,Gujarat Titans,8,runs,Rashid Khan
334,1304082,Royal Challengers Bangalore,Sunrisers Hyderabad,2022,2022-04-23,Brabourne Stadium,Mumbai,Sunrisers Hyderabad,field,Sunrisers Hyderabad,9,wickets,M Jansen
335,1304083,Lucknow Super Giants,Mumbai Indians,2022,2022-04-24,Wankhede Stadium,Mumbai,Mumbai Indians,field,Lucknow Super Giants,36,runs,KL Rahul
336,1304084,Punjab Kings,Chennai Super Kings,2022,2022-04-25,Wankhede Stadium,Mumbai,Chennai Super Kings,field,Punjab Kings,11,runs,S Dhawan
337,1304085,Rajasthan Royals,Royal Challengers Bangalore,2022,2022-04-26,Maharashtra Cricket Association Stadium,Pune,Royal Challengers Bangalore,field,Rajasthan Royals,29,runs,R Parag
338,1304086,Sunrisers Hyderabad,Gujarat Titans,2022,2022-04-27,Wankhede Stadium,Mumbai,Gujarat Titans,field,Gujarat Titans,5,wickets,Umran Malik
339,1304087,Kolkata Knight Riders,Delhi Capitals,2022,2022-04-28,Wankhede Stadium,Mumbai,Delhi Capitals,field,Delhi Capitals,4,wickets,Kuldeep Yadav
340,1304088,Lucknow Super Giants,Punjab Kings,2022,2022-04-29,Maharashtra Cricket Association Stadium,Pune,Punjab Kings,field,Lucknow Super Giants,20,runs,KH Pandya
341,1304089,Royal Challengers Bangalore,Gujarat Titans,2022,2022-04-30,Brabourne Stadium,Mumbai,Royal Challengers Bangalore,bat,Gujarat Titans,6,wickets,R Tewatia
342,1304090,Rajasthan Royals,Mumbai Indians,2022,2022-04-30,Dr DY Patil Sports Academy,Navi Mumbai,Mumbai Indians,field,Mumbai Indians,5,wickets,SA Yadav
343,1304091,Lucknow Super Giants,Delhi Capitals,2022,2022-05-01,Wankhede Stadium,Mumbai,Lucknow Super Giants,bat,Lucknow Super Giants,6,runs,Mohsin Khan (2)
344,1304092,Chennai Super Kings,Sunrisers Hyderabad,2022,2022-05-01,Maharashtra Cricket Association Stadium,Pune,Sunrisers Hyderabad,field,Chennai Super Kings,13,runs,RD Gaikwad
345,1304093,Rajasthan Royals,Kolkata Knight Riders,2022,2022-05-02,Wankhede Stadium,Mumbai,Kolkata Knight Riders,field,Kolkata Knight Riders,7,wickets,RK Singh
346,1304094,Gujarat Titans,Punjab Kings,2022,2022-05-03,Dr DY Patil Sports Academy,Navi Mumbai,Gujarat Titans,bat,Punjab Kings,8,wickets,K Rabada
347,1304095,Royal Challengers Bangalore,Chennai Super Kings,2022,2022-05-04,Maharashtra Cricket Association Stadium,Pune,Chennai Super Kings,field,Royal Challengers Bangalore,13,runs,HV Patel
348,1304096,Delhi Capitals,Sunrisers Hyderabad,2022,2022-05-05,Brabourne Stadium,Mumbai,Sunrisers Hyderabad,field,Delhi Capitals,21,runs,DA Warner
349,1304097,Mumbai Indians,Gujarat Titans,2022,2022-05-06,Brabourne Stadium,Mumbai,Gujarat Titans,field,Mumbai Indians,5,runs,TH David
350,1304098,Punjab Kings,Rajasthan Royals,2022,2022-05-07,Wankhede Stadium,Mumbai,Punjab Kings,bat,Rajasthan Royals,6,wickets,YBK Jaiswal
351,1304099,Lucknow Super Giants,Kolkata Knight Riders,2022,2022-05-07,Maharashtra Cricket Association Stadium,Pune,Kolkata Knight Riders,field,Lucknow Super Giants,75,runs,Avesh Khan
352,1304100,Royal Challengers Bangalore,Sunrisers Hyderabad,2022,2022-05-08,Wankhede Stadium,Mumbai,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,67,runs,PWH de Silva
353,1304101,Chennai Super Kings,Delhi Capitals,2022,2022-05-08,Dr DY Patil Sports Academy,Navi Mumbai,Delhi Capitals,field,Chennai Super Kings,91,runs,DP Conway
354,1304102,Kolkata Knight Riders,Mumbai Indians,2022,2022-05-09,Dr DY Patil Sports Academy,Navi Mumbai,Mumbai Indians,field,Kolkata Knight Riders,52,runs,JJ Bumrah
355,1304103,Gujarat Titans,Lucknow Super Giants,2022,2022-05-10,Maharashtra Cricket Association Stadium,Pune,Gujarat Titans,bat,Gujarat Titans,62,runs,Shubman Gill
356,1304104,Rajasthan Royals,Delhi Capitals,2022,2022-05-11,Dr DY Patil Sports Academy,Navi Mumbai,Delhi Capitals,field,Delhi Capitals,8,wickets,MR Marsh
357,1304105,Chennai Super Kings,Mumbai Indians,2022,2022-05-12,Wankhede Stadium,Mumbai,Mumbai Indians,field,Mumbai Indians,5,wickets,DR Sams
358,1304106,Punjab Kings,Royal Challengers Bangalore,2022,2022-05-13,Brabourne Stadium,Mumbai,Royal Challengers Bangalore,field,Punjab Kings,54,runs,JM Bairstow
359,1304107,Kolkata Knight Riders,Sunrisers Hyderabad,2022,2022-05-14,Maharashtra Cricket Association Stadium,Pune,Kolkata Knight Riders,bat,Kolkata Knight Riders,54,runs,AD Russell
360,1304108,Chennai Super Kings,Gujarat Titans,2022,2022-05-15,Wankhede Stadium,Mumbai,Chennai Super Kings,bat,Gujarat Titans,7,wickets,WP Saha
361,1304109,Rajasthan Royals,Lucknow Super Giants,2022,2022-05-15,Brabourne Stadium,Mumbai,Rajasthan Royals,bat,Rajasthan Royals,24,runs,TA Boult
362,1304110,Delhi Capitals,Punjab Kings,2022,2022-05-16,Dr DY Patil Sports Academy,Navi Mumbai,Punjab Kings,field,Delhi Capitals,17,runs,SN Thakur
363,1304111,Sunrisers Hyderabad,Mumbai Indians,2022,2022-05-17,Wankhede Stadium,Mumbai,Mumbai Indians,field,Sunrisers Hyderabad,3,runs,RA Tripathi
364,1304112,Lucknow Super Giants,Kolkata Knight Riders,2022,2022-05-18,Dr DY Patil Sports Academy,Navi Mumbai,Lucknow Super Giants,bat,Lucknow Super Giants,2,runs,Q de Kock
365,1304113,Gujarat Titans,Royal Challengers Bangalore,2022,2022-05-19,Wankhede Stadium,Mumbai,Gujarat Titans,bat,Royal Challengers Bangalore,8,wickets,V Kohli
366,1304114,Chennai Super Kings,Rajasthan Royals,2022,2022-05-20,Brabourne Stadium,Mumbai,Chennai Super Kings,bat,Rajasthan Royals,5,wickets,R Ashwin
367,1304115,Delhi Capitals,Mumbai Indians,2022,2022-05-21,Wankhede Stadium,Mumbai,Mumbai Indians,field,Mumbai Indians,5,wickets,JJ Bumrah
